File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
./Code/keepassxc-develop/src/cli/Analyze.cpp,71,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!hibpFile.open(QFile::ReadOnly)) {,f88bd48180272d9f27aa89ed496f311c9b92a325b148ab3ea315a8b1f66bfec8,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/AttachmentExport.cpp,77,21,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!exportFile.open(QIODevice::WriteOnly)) {,3bf4054f1b609163c4b38a73a71d5b27d7b66b64d7f93825c4d09c8e05e0edb7,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/AttachmentImport.cpp,68,21,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!importFile.open(QIODevice::ReadOnly)) {,e58d9dc436123be99861547b02db395358c139d2d0422227fe11af4cb3c7f32f,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Merge.cpp,83,19,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        if (!db2->open(fromDatabasePath, database->key(), &errorMessage)) {",e1e0522c3a11f7cf691ccfa2253f520c108c4b81dc5ab844345992946ad59f49,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,48,13,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        fd->open(stdout, QIODevice::WriteOnly);",9b3815df40ed5455c7cf758aa56bfbf09571d83aaddaa85de23e78619f5eb426,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,52,13,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        fd->open(stderr, QIODevice::WriteOnly);",1968b5f0c9037dbd5e1441ecdb2245a8eaac3a41fc4ebf005ea6e068f2e4327c,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,56,13,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        fd->open(stdin, QIODevice::ReadOnly);",ba391ae245b2515efc5ddb00e7b9e729205715967e7264ba8d0e076ec594d268,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,61,13,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        fd->open(fopen(""nul"", ""w""), QIODevice::WriteOnly);",5dac11acbbed497646f14d196bdb5f7e6f6603e6f168f66e149274d6c7fc7de4,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,61,18,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        fd->open(fopen(""nul"", ""w""), QIODevice::WriteOnly);",5dac11acbbed497646f14d196bdb5f7e6f6603e6f168f66e149274d6c7fc7de4,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,63,13,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        fd->open(fopen(""/dev/null"", ""w""), QIODevice::WriteOnly);",d17cdaa84ee9a36375bda4c6a82663b9703cd4a073aca525a5b3de80bdacb69a,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,63,18,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        fd->open(fopen(""/dev/null"", ""w""), QIODevice::WriteOnly);",d17cdaa84ee9a36375bda4c6a82663b9703cd4a073aca525a5b3de80bdacb69a,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/cli/Utils.cpp,193,17,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        if (db->open(databaseFilename, compositeKey, &error)) {",5910b8400e3a38464cd7ea853051efea561bf392bd4c538b1e52df9aa1f65113,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Config.cpp,559,32,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    bool openResult = tmpFile->open();,ca7036a9cd69b328919d0f2c757eed7c35bc24ec87dfc25b2c3b6255ffafe40d,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,102,16,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"bool Database::open(QSharedPointer<const CompositeKey> key, QString* error)",c51137e564cc20a7da1714d68805e37db680a105f33767a8dc90c04661ec461f,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,108,12,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    return open(m_data.filePath, std::move(key), error);",751a4613fd659c0034d3f21a6f9ff4c55930f0d36b52282fdbc3ba9120b2e839,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,121,16,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"bool Database::open(const QString& filePath, QSharedPointer<const CompositeKey> key, QString* error)",da07658d419bd126d8ed77aae41ca5261762bd354768afacdfc854f0184ccdab,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,138,17,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!dbFile.open(QIODevice::ReadOnly)) {,bcbb10bbe2a7fa16a3e22d4076c049231cbc510744a2742fca636d6030eac389,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,306,22,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (saveFile.open(QIODevice::WriteOnly)) {,abd62d195d96ff79444e04c917da2d77661aff72c83786e948ffa38bcfd56f93,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,330,22,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (tempFile.open()) {,15799f5b36f5a1598d86752a192be431cf30beab43277752accf05a66813f6c0,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,372,20,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (dbFile.open(QIODevice::WriteOnly | QIODevice::Truncate)) {,b0aeaf5fdad8fff8ab04f8f17f9cf0aa48b13c0952842f9e2a9c54ea67454d12,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.cpp,440,10,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    file.open(QIODevice::ReadOnly);,8b01370e654ccf96cde8785c8c658691c539b1312ec1223deda1eab456e8705e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.h,84,10,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    bool open(QSharedPointer<const CompositeKey> key, QString* error = nullptr);",a4b4f7001370b6facc36f3abcee8c2c8edbba241b0568b90bedd275a6c539e3e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/Database.h,85,10,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    bool open(const QString& filePath, QSharedPointer<const CompositeKey> key, QString* error = nullptr);",1d2569c3b8592868ce0a00de9f02b53c7d27f78c9a2b1278125ee4a56e53afa2,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/EntryAttachments.cpp,169,11,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (f.open(QFile::ReadWrite)) {,bb7d9822523f288692ade045fb33319ab9bd0c6e9d847aeff36cc5d6eb9a656c,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/EntryAttachments.cpp,235,37,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        const bool saveOk = tmpFile.open() && tmpFile.setPermissions(QFile::ReadOwner | QFile::WriteOwner),e8a737e953f7141b0d3c706a66f7081ab1fce9d17db5c14c6944c16b66cb1568,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/FileWatcher.cpp,134,14,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (file.open(QFile::ReadOnly)) {,a7b941aaac84c8f3a7504ceddbc483c6603aa5fd4aa5de7e01e5d448d5381d71,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/core/PassphraseGenerator.cpp,65,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::ReadOnly | QIODevice::Text)) {,4f99b006cad5aa9d7603080b885129e3b278f753ccadcef5a32f6cd31a113908,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/fdosecrets/dbus/DBusMgr.cpp,183,21,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (cmdline.open(QFile::ReadOnly)) {,a83e2f9f1fbcf57bc901f6d8dbb634427fbd80b58959e38751c30fdc72caf2b3,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/fdosecrets/dbus/DBusMgr.cpp,189,18,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (stat.open(QIODevice::ReadOnly)) {,b32eda6b5a589bf7fd2109efe31f44b336e2914842a28339c0dd5320a31e326d,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/fdosecrets/objects/Prompt.cpp,318,17,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,            ac->open();,ca2a4a281cc8bc06d1d4b9db64c0a839edcd508889a7fbca25ffbc3b94707c01,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/CsvExporter.cpp,28,15,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!file.open(QIODevice::WriteOnly | QIODevice::Truncate)) {,f70b62e48947e3ce2163e9f893b709ec84ac2b874a87ac63db2a4f26a4a7a2a6,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/CsvParser.cpp,43,11,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    m_csv.open(QIODevice::ReadOnly);,0dc88c547e1b0c130ba134f54306ea6fa6d0b7a6fefd9085208cf8a507eb3dbe,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/CsvParser.cpp,82,13,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    device->open(QIODevice::ReadOnly);,ad9453832aa22cbcc8a9f6d93564f338d3765653d120f8445fb0fde0bf784d94,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx3Reader.cpp,73,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!cipherStream.open(QIODevice::ReadOnly)) {,1737ab2909f2fedb0959471efed8cec019e254f5ab90e4fdec6782b9bbd93c9d,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx3Reader.cpp,87,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!hashedStream.open(QIODevice::ReadOnly)) {,04d0f3b10c91e74df2b51fcf1529316abd0feb5d8870391b2dac2cb32039e21b,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx3Reader.cpp,100,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!ioCompressor->open(QIODevice::ReadOnly)) {,fb390cd960e831e2148070caf930121660abb4b2b8f11f7529cda17442b239f1,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx3Writer.cpp,69,12,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    header.open(QIODevice::WriteOnly);,82daf946843c5f937ba456a52b1c0b978cf244e90a27e4ff6504c8637585b36c,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx3Writer.cpp,105,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!cipherStream.open(QIODevice::WriteOnly)) {,aee9fd263da220dbef029af744e0fe2ce334811a9c72b2fac58b1b2ac23af052,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx3Writer.cpp,112,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!hashedStream.open(QIODevice::WriteOnly)) {,3dce2a5a4de82eb78d17cc96a66967776f591e032de10874a8c1ca971724bf54,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx3Writer.cpp,125,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!ioCompressor->open(QIODevice::WriteOnly)) {,549edcb1a13ffba81d760b41a3d9a8924b3b635d516cfe2069304ae855e19fba,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Reader.cpp,83,21,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!hmacStream.open(QIODevice::ReadOnly)) {,0e871da4fd7c05671e1d2dc562bb0964849c2e8be4b331b45a96c23c5d05e832,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Reader.cpp,98,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!cipherStream.open(QIODevice::ReadOnly)) {,1737ab2909f2fedb0959471efed8cec019e254f5ab90e4fdec6782b9bbd93c9d,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Reader.cpp,112,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!ioCompressor->open(QIODevice::ReadOnly)) {,fb390cd960e831e2148070caf930121660abb4b2b8f11f7529cda17442b239f1,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Reader.cpp,207,26,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!bufIoDevice.open(QIODevice::ReadOnly)) {,e489e9ac30fa0e148f04e6a6c09e7546c6dd68be3664b132358e45aa3082c58b,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Reader.cpp,224,23,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        variantBuffer.open(QBuffer::ReadOnly);,b2ed39061c1b0a3b91f01c0f55c106a305addd888c2abba04e249edb0b6d5c85,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Writer.cpp,67,16,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        header.open(QIODevice::WriteOnly);,82daf946843c5f937ba456a52b1c0b978cf244e90a27e4ff6504c8637585b36c,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Writer.cpp,118,27,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!hmacBlockStream->open(QIODevice::WriteOnly)) {,0da762dd10e3f4d021425117fa1e9954656b943de0eb880b86688845dc7cfe09,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Writer.cpp,129,24,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    if (!cipherStream->open(QIODevice::WriteOnly)) {,3c8e372b607895df6d914246e9b36af9fcb093ac407edc31c8532763b523aa0a,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Writer.cpp,142,28,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,        if (!ioCompressor->open(QIODevice::WriteOnly)) {,549edcb1a13ffba81d760b41a3d9a8924b3b635d516cfe2069304ae855e19fba,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/Kdbx4Writer.cpp,245,9,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    buf.open(QIODevice::WriteOnly);,55879a307f8fa3f299d76a7e413c0b276e6d760358ef34bdddbb5c24131cfb1f,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./Code/keepassxc-develop/src/format/KdbxReader.cpp,74,18,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    headerStream.open(QIODevice::ReadOnly);,d4f0bee04cf6031836abc35a41cc1bd1c8c4111508b6e60ef77d7bbcfc040c8e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
